grid_x,grid_y,layer,direction,x,y
14085.0,1290.0,out,top,14089.000000000004,1283.0000000000002
14025.0,1290.0,out,top,14031.000000000004,1283.0000000000002
13980.0,1290.0,out,top,13973.000000000004,1283.0000000000002
13920.0,1290.0,out,top,13915.000000000004,1283.0000000000002
13860.0,1290.0,out,top,13857.000000000004,1283.0000000000002
13800.0,1290.0,out,top,13799.000000000004,1283.0000000000002
13740.0,1290.0,out,top,13741.000000000004,1283.0000000000002
13680.0,1290.0,out,top,13683.000000000004,1283.0000000000002
13620.0,1290.0,out,top,13625.000000000004,1283.0000000000002
13560.0,1290.0,out,top,13567.000000000004,1283.0000000000002
13515.0,1290.0,out,top,13509.000000000004,1283.0000000000002
13455.0,1290.0,out,top,13451.000000000004,1283.0000000000002
13395.0,1290.0,out,top,13393.000000000004,1283.0000000000002
13335.0,1290.0,out,top,13335.000000000004,1283.0000000000002
13275.0,1290.0,out,top,13277.000000000004,1283.0000000000002
13215.0,1290.0,out,top,13219.000000000004,1283.0000000000002
13155.0,1290.0,out,top,13161.000000000004,1283.0000000000002
13110.0,1290.0,out,top,13103.000000000004,1283.0000000000002
13050.0,1290.0,out,top,13045.000000000004,1283.0000000000002
12990.0,1290.0,out,top,12987.000000000004,1283.0000000000002
12930.0,1290.0,out,top,12929.000000000004,1283.0000000000002
12870.0,1290.0,out,top,12871.000000000004,1283.0000000000002
12810.0,1290.0,out,top,12813.000000000004,1283.0000000000002
12750.0,1290.0,out,top,12755.000000000004,1283.0000000000002
12690.0,1290.0,out,top,12697.000000000004,1283.0000000000002
12645.0,1290.0,out,top,12639.000000000004,1283.0000000000002
12585.0,1290.0,out,top,12581.000000000004,1283.0000000000002
12525.0,1290.0,out,top,12523.000000000004,1283.0000000000002
12465.0,1290.0,out,top,12465.000000000004,1283.0000000000002
12405.0,1290.0,out,top,12407.000000000004,1283.0000000000002
12345.0,1290.0,out,top,12349.000000000004,1283.0000000000002
12285.0,1290.0,out,top,12291.000000000004,1283.0000000000002
12240.0,1290.0,out,top,12233.000000000004,1283.0000000000002
12180.0,1290.0,out,top,12175.000000000004,1283.0000000000002
12120.0,1290.0,out,top,12117.000000000004,1283.0000000000002
12060.0,1290.0,out,top,12059.000000000004,1283.0000000000002
8400.0,1290.0,out,top,8405.000000000002,1283.0000000000002
8340.0,1290.0,out,top,8347.000000000002,1283.0000000000002
8295.0,1290.0,out,top,8289.000000000002,1283.0000000000002
8235.0,1290.0,out,top,8231.000000000002,1283.0000000000002
8175.0,1290.0,out,top,8173.000000000002,1283.0000000000002
9330.0,1290.0,out,top,9333.000000000002,1283.0000000000002
9270.0,1290.0,out,top,9275.000000000002,1283.0000000000002
9210.0,1290.0,out,top,9217.000000000002,1283.0000000000002
9165.0,1290.0,out,top,9159.000000000002,1283.0000000000002
9105.0,1290.0,out,top,9101.000000000002,1283.0000000000002
9045.0,1290.0,out,top,9043.000000000002,1283.0000000000002
8985.0,1290.0,out,top,8985.000000000002,1283.0000000000002
8925.0,1290.0,out,top,8927.000000000002,1283.0000000000002
8865.0,1290.0,out,top,8869.000000000002,1283.0000000000002
8805.0,1290.0,out,top,8811.000000000002,1283.0000000000002
8760.0,1290.0,out,top,8753.000000000002,1283.0000000000002
8700.0,1290.0,out,top,8695.000000000002,1283.0000000000002
8640.0,1290.0,out,top,8637.000000000002,1283.0000000000002
8580.0,1290.0,out,top,8579.000000000002,1283.0000000000002
8520.0,1290.0,out,top,8521.000000000002,1283.0000000000002
8460.0,1290.0,out,top,8463.000000000002,1283.0000000000002
12000.0,1290.0,out,top,12001.000000000004,1283.0000000000002
11940.0,1290.0,out,top,11943.000000000004,1283.0000000000002
11880.0,1290.0,out,top,11885.000000000004,1283.0000000000002
11820.0,1290.0,out,top,11827.000000000004,1283.0000000000002
11775.0,1290.0,out,top,11769.000000000004,1283.0000000000002
11715.0,1290.0,out,top,11711.000000000004,1283.0000000000002
11655.0,1290.0,out,top,11653.000000000004,1283.0000000000002
11595.0,1290.0,out,top,11595.000000000004,1283.0000000000002
11535.0,1290.0,out,top,11537.000000000004,1283.0000000000002
11475.0,1290.0,out,top,11479.000000000002,1283.0000000000002
11415.0,1290.0,out,top,11421.000000000002,1283.0000000000002
11370.0,1290.0,out,top,11363.000000000002,1283.0000000000002
11310.0,1290.0,out,top,11305.000000000002,1283.0000000000002
11250.0,1290.0,out,top,11247.000000000002,1283.0000000000002
11190.0,1290.0,out,top,11189.000000000002,1283.0000000000002
11130.0,1290.0,out,top,11131.000000000002,1283.0000000000002
11070.0,1290.0,out,top,11073.000000000002,1283.0000000000002
11010.0,1290.0,out,top,11015.000000000002,1283.0000000000002
10950.0,1290.0,out,top,10957.000000000002,1283.0000000000002
10905.0,1290.0,out,top,10899.000000000002,1283.0000000000002
10845.0,1290.0,out,top,10841.000000000002,1283.0000000000002
10785.0,1290.0,out,top,10783.000000000002,1283.0000000000002
10725.0,1290.0,out,top,10725.000000000002,1283.0000000000002
10665.0,1290.0,out,top,10667.000000000002,1283.0000000000002
10605.0,1290.0,out,top,10609.000000000002,1283.0000000000002
10545.0,1290.0,out,top,10551.000000000002,1283.0000000000002
10500.0,1290.0,out,top,10493.000000000002,1283.0000000000002
10440.0,1290.0,out,top,10435.000000000002,1283.0000000000002
10380.0,1290.0,out,top,10377.000000000002,1283.0000000000002
10320.0,1290.0,out,top,10319.000000000002,1283.0000000000002
